product_id,product_name,brand,category,price_inr,best_for,avg_rating,positive_pct,negative_pct,high_issue_pct,recommendation_score,buy_recommendation,product_url,image_url_1,image_url_2,image_url_3,image_url_4,image_url_5,ram_gb,storage_gb,battery_mah,camera_mp,display,processor,network,gpu,capacity_l,power_w,control_type
LP001,HP 15s Ryzen 5,HP,Laptop,44999,"Students, Office, Coding",3.11,34.9,17.4,24.6,56.4,DON'T BUY,https://www.hp.com/in-en/shop/laptops-tablets.html,https://tse1.mm.bing.net/th?q=HP+15s+Ryzen+5+product+front&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse2.mm.bing.net/th?q=HP+15s+Ryzen+5+product+back&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse3.mm.bing.net/th?q=HP+15s+Ryzen+5+product+side&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse4.mm.bing.net/th?q=HP+15s+Ryzen+5+official+product&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse1.mm.bing.net/th?q=HP+15s+Ryzen+5+product+image&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,8,512,,,14 FHD IPS,Intel Core i5,,Integrated,,,
LP002,Lenovo IdeaPad Slim 3,Lenovo,Laptop,47999,"Coding, Office, Students",3.24,41.4,13.1,18.9,60.7,DON'T BUY,https://www.lenovo.com/in/en/c/laptops/ideapad/,https://tse1.mm.bing.net/th?q=Lenovo+IdeaPad+Slim+3+product+front&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse2.mm.bing.net/th?q=Lenovo+IdeaPad+Slim+3+product+back&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse3.mm.bing.net/th?q=Lenovo+IdeaPad+Slim+3+product+side&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse4.mm.bing.net/th?q=Lenovo+IdeaPad+Slim+3+official+product&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse1.mm.bing.net/th?q=Lenovo+IdeaPad+Slim+3+product+image&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,16,512,,,15.6 FHD IPS,Ryzen 5,,Integrated,,,
LP003,ASUS Vivobook 15,ASUS,Laptop,52999,"Coding, Gaming, Productivity",3.19,33.4,15.4,21.1,57.1,DON'T BUY,https://www.asus.com/in/laptops/for-home/vivobook/,https://tse1.mm.bing.net/th?q=ASUS+Vivobook+15+product+front&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse2.mm.bing.net/th?q=ASUS+Vivobook+15+product+back&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse3.mm.bing.net/th?q=ASUS+Vivobook+15+product+side&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse4.mm.bing.net/th?q=ASUS+Vivobook+15+official+product&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse1.mm.bing.net/th?q=ASUS+Vivobook+15+product+image&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,16,512,,,15.6 FHD 144Hz,Intel Core i7,,RTX 2050,,,
LP004,Acer Aspire 5,Acer,Laptop,57999,"Creators, Editing, Gaming",3.21,34.9,11.7,22.6,58.2,DON'T BUY,https://www.acer.com/in-en/laptops/aspire/aspire-5,https://tse1.mm.bing.net/th?q=Acer+Aspire+5+product+front&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse2.mm.bing.net/th?q=Acer+Aspire+5+product+back&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse3.mm.bing.net/th?q=Acer+Aspire+5+product+side&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse4.mm.bing.net/th?q=Acer+Aspire+5+official+product&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse1.mm.bing.net/th?q=Acer+Aspire+5+product+image&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,16,1000,,,15.6 QHD,Ryzen 7,,RTX 3050,,,
LP005,Lenovo LOQ 15,Lenovo,Laptop,74999,"Gaming, Performance",3.19,36.9,12.3,20.3,58.7,DON'T BUY,https://www.lenovo.com/in/en/c/laptops/loq-laptops/,https://tse1.mm.bing.net/th?q=Lenovo+LOQ+15+product+front&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse2.mm.bing.net/th?q=Lenovo+LOQ+15+product+back&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse3.mm.bing.net/th?q=Lenovo+LOQ+15+product+side&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse4.mm.bing.net/th?q=Lenovo+LOQ+15+official+product&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse1.mm.bing.net/th?q=Lenovo+LOQ+15+product+image&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,16,1000,,,16 FHD 165Hz,Intel Core i7,,RTX 4060,,,
LP006,ASUS TUF Gaming F15,ASUS,Laptop,79999,"Travel, Office, Premium",3.29,41.4,15.7,17.1,60.9,DON'T BUY,https://www.asus.com/in/laptops/for-gaming/tuf-gaming/,https://tse1.mm.bing.net/th?q=ASUS+TUF+Gaming+F15+product+front&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse2.mm.bing.net/th?q=ASUS+TUF+Gaming+F15+product+back&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse3.mm.bing.net/th?q=ASUS+TUF+Gaming+F15+product+side&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse4.mm.bing.net/th?q=ASUS+TUF+Gaming+F15+official+product&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse1.mm.bing.net/th?q=ASUS+TUF+Gaming+F15+product+image&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,16,512,,,13.3 OLED,Intel Core Ultra 5,,Integrated,,,
LP007,HP Victus 15,HP,Laptop,84999,"Development, Editing, Gaming",3.31,35.1,13.1,21.4,59.1,DON'T BUY,https://www.hp.com/in-en/shop/laptops-tablets/personal-laptops/victus-laptops.html,https://tse1.mm.bing.net/th?q=HP+Victus+15+product+front&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse2.mm.bing.net/th?q=HP+Victus+15+product+back&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse3.mm.bing.net/th?q=HP+Victus+15+product+side&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse4.mm.bing.net/th?q=HP+Victus+15+official+product&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse1.mm.bing.net/th?q=HP+Victus+15+product+image&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,32,1000,,,16 QHD 165Hz,Ryzen 9,,RTX 4060,,,
LP008,Apple MacBook Air M3 13-inch,Apple,Laptop,114900,"Creators, AI, Video Editing",3.28,39.4,11.4,20.9,60.5,DON'T BUY,https://www.apple.com/in/macbook-air/,https://tse1.mm.bing.net/th?q=Apple+MacBook+Air+M3+13-inch+product+front&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse2.mm.bing.net/th?q=Apple+MacBook+Air+M3+13-inch+product+back&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse3.mm.bing.net/th?q=Apple+MacBook+Air+M3+13-inch+product+side&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse4.mm.bing.net/th?q=Apple+MacBook+Air+M3+13-inch+official+product&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse1.mm.bing.net/th?q=Apple+MacBook+Air+M3+13-inch+product+image&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,32,1000,,,16 OLED,Intel Core Ultra 7,,RTX 4070,,,
LP009,Dell Inspiron 16 Plus,Dell,Laptop,119999,"Premium, AI, Development",3.29,38.9,10.3,19.1,60.7,DON'T BUY,https://www.dell.com/en-in/shop/dell-laptops/scr/laptops,https://tse1.mm.bing.net/th?q=Dell+Inspiron+16+Plus+product+front&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse2.mm.bing.net/th?q=Dell+Inspiron+16+Plus+product+back&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse3.mm.bing.net/th?q=Dell+Inspiron+16+Plus+product+side&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse4.mm.bing.net/th?q=Dell+Inspiron+16+Plus+official+product&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse1.mm.bing.net/th?q=Dell+Inspiron+16+Plus+product+image&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,32,2000,,,16 3K OLED,Intel Core Ultra 9,,RTX 4070,,,
LP010,ASUS ROG Strix G16,ASUS,Laptop,159999,"High-end Gaming, AI, Rendering",3.3,40,11.7,22.3,60.8,DON'T BUY,https://rog.asus.com/in/laptops/rog-strix/rog-strix-g16-series/,https://tse1.mm.bing.net/th?q=ASUS+ROG+Strix+G16+product+front&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse2.mm.bing.net/th?q=ASUS+ROG+Strix+G16+product+back&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse3.mm.bing.net/th?q=ASUS+ROG+Strix+G16+product+side&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse4.mm.bing.net/th?q=ASUS+ROG+Strix+G16+official+product&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse1.mm.bing.net/th?q=ASUS+ROG+Strix+G16+product+image&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,64,2000,,,17 QHD 240Hz,Ryzen 9,,RTX 4080,,,
AF001,Philips Airfryer HD9200,Philips,Air Fryer,4999,"Small Family, Snacks",3.27,35.4,14.6,14.9,58.9,DON'T BUY,https://www.domesticappliances.philips.co.in/collections/airfryer,https://tse1.mm.bing.net/th?q=Philips+Airfryer+HD9200+product+front&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse2.mm.bing.net/th?q=Philips+Airfryer+HD9200+product+back&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse3.mm.bing.net/th?q=Philips+Airfryer+HD9200+product+side&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse4.mm.bing.net/th?q=Philips+Airfryer+HD9200+official+product&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse1.mm.bing.net/th?q=Philips+Airfryer+HD9200+product+image&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,,,,,,,,,3,1200,Manual
AF002,Prestige Nutrifry Digital Air Fryer 4.5L,Prestige,Air Fryer,5499,"Daily Use, Small Family",3.07,32,18.6,17.7,55.2,DON'T BUY,https://shop.ttkprestige.com/,https://tse1.mm.bing.net/th?q=Prestige+Nutrifry+Digital+Air+Fryer+4.5L+product+front&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse2.mm.bing.net/th?q=Prestige+Nutrifry+Digital+Air+Fryer+4.5L+product+back&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse3.mm.bing.net/th?q=Prestige+Nutrifry+Digital+Air+Fryer+4.5L+product+side&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse4.mm.bing.net/th?q=Prestige+Nutrifry+Digital+Air+Fryer+4.5L+official+product&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse1.mm.bing.net/th?q=Prestige+Nutrifry+Digital+Air+Fryer+4.5L+product+image&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,,,,,,,,,4,1400,Digital
AF003,Pigeon Healthifry Digital Air Fryer,Pigeon,Air Fryer,5999,"Family, Fries, Chicken",3.26,36.9,16.3,16.3,59,DON'T BUY,https://stovekraft.com/,https://tse1.mm.bing.net/th?q=Pigeon+Healthifry+Digital+Air+Fryer+product+front&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse2.mm.bing.net/th?q=Pigeon+Healthifry+Digital+Air+Fryer+product+back&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse3.mm.bing.net/th?q=Pigeon+Healthifry+Digital+Air+Fryer+product+side&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse4.mm.bing.net/th?q=Pigeon+Healthifry+Digital+Air+Fryer+official+product&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,https://tse1.mm.bing.net/th?q=Pigeon+Healthifry+Digital+Air+Fryer+product+image&w=700&h=700&c=7&rs=1&p=0&dpr=1.5&pid=1.7&mkt=en-IN&adlt=moderate,,,,,,,,,5,1500,Digital Touch
